BK068295	12040	12684	ID=TRBV1*8e9e;locus=TRB;functionality=F	.	+	BK068295	12040	12688	TRBV1*01 ORF gene	0	+	F	ORF	V
BK068295	170568	171078	ID=TRBV5-4*9702;locus=TRB;functionality=P	.	+	BK068295	170568	171078	TRBV5-4*01 gene	0	+	P	F	V
BK068295	209400	209853	ID=TRBV16*4fe1;locus=TRB;functionality=ORF	.	+	BK068295	209400	209891	TRBV16*01 gene	0	+	ORF	F	V
BK068295	228779	229462	ID=TRBV20*d0ce;locus=TRB;functionality=F	.	+	BK068295	228779	229462	TRBV20*01 ORF gene	0	+	F	ORF	V
BK068295	302992	303071	ID=TRBD1*01;locus=TRB;functionality=ORF	.	+	BK068295	302992	303071	TRBD1*01 gene	0	+	ORF	F	D
BK068295	303622	303698	ID=TRBJ1-1*01;locus=TRB;functionality=F	.	+	BK068295	303622	303698	TRBJ1-1*01 ORF gene	0	+	F	ORF	J
BK068295	303785	303829	ID=TRBJ1-2*01;locus=TRB;functionality=ORF	.	+	BK068295	303757	303829	TRBJ1-2*01 gene	0	+	ORF	F	J
BK068295	304997	305075	ID=TRBJ1-4*01;locus=TRB;functionality=F	.	+	BK068295	304997	305075	TRBJ1-4*01 ORF gene	0	+	F	ORF	J
BK068295	305271	305321	ID=TRBJ1-5*01;locus=TRB;functionality=ORF	.	+	BK068295	305243	305321	TRBJ1-5*01 gene	0	+	ORF	F	J
BK068295	312333	312415	ID=TRBD2*01;locus=TRB;functionality=ORF	.	+	BK068295	312333	312415	TRBD2*01 gene	0	+	ORF	F	D
BK068295	313035	313085	ID=TRBJ2-1*01;locus=TRB;functionality=ORF	.	+	BK068295	313008	313085	TRBJ2-1*01 gene	0	+	ORF	F	J
						BK068295	114173	114649	TRBV2*02 pseudogene	0	+	NA	P	V
						BK068295	135263	135743	TRBV5-1*01 pseudogene	0	+	NA	P	V
						BK068295	157722	158230	TRBV5-3*01 pseudogene	0	+	NA	P	V
						BK068295	175395	175875	TRBV10*01 pseudogene	0	+	NA	P	V
						BK068295	183058	183543	TRBV11*01 pseudogene	0	+	NA	P	V
						BK068295	212437	212900	TRBV17*01 pseudogene	0	+	NA	P	V
						BK068295	243020	244121	TRBV23*01 pseudogene	0	+	NA	P	V
						BK068295	249987	250499	TRBV24*01 pseudogene	0	+	NA	P	V
						BK068295	277225	277728	TRBV28*01 pseudogene	0	+	NA	P	V
						BK068295	304404	304482	TRBJ1-3*01 pseudogene	0	+	NA	P	J
						BK068295	329481	330227	TRBV30*01 pseudogene	0	-	NA	P	V
